sma_time,open,high,low,close,sma_short,sma_long,signal
2026-04-08 01:00:00,158.695,158.716,158.344,158.409,159.2396666666667,159.61211538461538,-1
2026-04-08 02:00:00,158.41,158.581,158.294,158.435,159.09,159.55846153846153,-1
2026-04-08 03:00:00,158.433,158.466,158.352,158.45,158.9351111111111,159.50330769230771,-1
2026-04-08 04:00:00,158.448,158.463,158.344,158.354,158.79822222222222,159.44484615384616,-1
2026-04-08 05:00:00,158.356,158.434,158.152,158.278,158.65022222222223,159.38500000000002,-1
2026-04-08 06:00:00,158.281,158.377,158.049,158.204,158.49666666666667,159.326,-1
2026-04-08 07:00:00,158.204,158.368,158.112,158.218,158.418,159.2662307692308,-1
2026-04-08 08:00:00,158.217,158.49,158.125,158.376,158.3797777777778,159.21203846153847,-1
2026-04-08 09:00:00,158.375,158.498,158.28,158.492,158.35733333333334,159.15926923076924,-1
2026-04-08 10:00:00,158.492,158.538,158.384,158.435,158.3602222222222,159.11861538461537,-1
2026-04-08 11:00:00,158.436,158.488,158.22,158.255,158.34022222222222,159.0655,-1
2026-04-08 12:00:00,158.252,158.328,157.95,158.018,158.29222222222222,158.99749999999997,-1
2026-04-08 13:00:00,158.018,158.328,157.888,158.276,158.28355555555555,158.93773076923077,-1
2026-04-08 14:00:00,158.276,158.423,158.186,158.281,158.28388888888887,158.88003846153848,-1
2026-04-08 15:00:00,158.283,158.468,158.257,158.388,158.30433333333335,158.82226923076922,-1
2026-04-08 16:00:00,158.388,158.499,158.356,158.424,158.32722222222225,158.76334615384616,-1
2026-04-08 17:00:00,158.424,158.524,158.391,158.456,158.3361111111111,158.70788461538461,-1
2026-04-08 18:00:00,158.458,158.745,158.38,158.737,158.36333333333334,158.66284615384617,-1
2026-04-08 19:00:00,158.74,158.798,158.502,158.541,158.3751111111111,158.61511538461536,-1
2026-04-08 20:00:00,158.54,158.63,158.518,158.569,158.41,158.5660769230769,-1
2026-04-08 21:00:00,158.553,158.654,158.486,158.546,158.46866666666668,158.52607692307691,-1
2026-04-08 22:00:00,158.534,158.587,158.508,158.569,158.50122222222222,158.48603846153844,1
2026-04-08 23:00:00,158.568,158.684,158.562,158.654,158.54266666666666,158.4501923076923,1
2026-04-09 00:00:00,158.656,158.872,158.621,158.86,158.59511111111112,158.44765384615386,1
2026-04-09 01:00:00,158.858,158.954,158.792,158.83,158.6402222222222,158.4518846153846,1
2026-04-09 02:00:00,158.83,158.858,158.707,158.72,158.66955555555558,158.4528846153846,1
2026-04-09 03:00:00,158.718,158.808,158.692,158.756,158.67166666666668,158.46623076923075,1
2026-04-09 04:00:00,158.754,158.754,158.644,158.737,158.69344444444445,158.47784615384614,1
2026-04-09 05:00:00,158.738,158.866,158.718,158.845,158.7241111111111,158.49303846153848,1
2026-04-09 06:00:00,158.847,158.932,158.77,158.788,158.751,158.50973076923077,1
2026-04-09 07:00:00,158.787,158.976,158.767,158.972,158.79577777777777,158.53642307692309,1
2026-04-09 08:00:00,158.97,159.111,158.911,159.003,158.83455555555554,158.56715384615384,1
2026-04-09 09:00:00,159.004,159.058,158.94,158.988,158.84877777777777,158.5967692307692,1
2026-04-09 10:00:00,158.989,159.084,158.956,159.082,158.8767777777778,158.62392307692306,1
2026-04-09 11:00:00,159.082,159.088,158.84,158.896,158.89633333333333,158.63946153846155,1
2026-04-09 12:00:00,158.896,159.116,158.857,159.002,158.9236666666667,158.66126923076925,1
2026-04-09 13:00:00,159.003,159.099,158.89,159.084,158.96222222222224,158.69315384615385,1
2026-04-09 14:00:00,159.082,159.245,158.994,159.188,159.00033333333332,158.73815384615384,1
2026-04-09 15:00:00,159.188,159.299,158.866,158.87,159.00944444444445,158.761,1
2026-04-09 16:00:00,158.87,158.9,158.63,158.764,158.98633333333333,158.77957692307695,1
2026-04-09 17:00:00,158.764,158.796,158.679,158.769,158.96033333333332,158.79423076923075,1
2026-04-09 18:00:00,158.768,159.026,158.766,159.012,158.963,158.81684615384614,1
2026-04-09 19:00:00,159.012,159.1,158.976,159.096,158.96455555555556,158.84146153846157,1
2026-04-09 20:00:00,159.096,159.133,158.995,158.998,158.97588888888887,158.85150000000002,1
2026-04-09 21:00:00,158.954,159.012,158.948,159.003,158.976,158.86926923076922,1
2026-04-09 22:00:00,159.0,159.104,158.966,159.087,158.97633333333332,158.8891923076923,1
2026-04-09 23:00:00,159.088,159.128,159.048,159.094,158.96588888888888,158.91026923076925,1
2026-04-10 00:00:00,159.093,159.246,159.093,159.186,159.001,158.93400000000003,1
2026-04-10 01:00:00,159.188,159.23,159.024,159.031,159.03066666666666,158.9485,1
2026-04-10 02:00:00,159.029,159.194,159.025,159.16,159.0741111111111,158.96003846153846,1
2026-04-10 03:00:00,159.162,159.177,159.118,159.14,159.0883333333333,158.97196153846153,1
2026-04-10 04:00:00,159.138,159.215,159.124,159.185,159.09822222222223,158.98984615384614,1
2026-04-10 05:00:00,159.186,159.275,159.184,159.258,159.1271111111111,159.00915384615385,1
2026-04-10 06:00:00,159.259,159.383,159.204,159.283,159.1582222222222,159.03015384615384,1
2026-04-10 07:00:00,159.283,159.342,159.196,159.341,159.18644444444445,159.04923076923075,1
2026-04-10 08:00:00,159.342,159.354,159.245,159.318,159.21133333333333,159.0696153846154,1
2026-04-10 09:00:00,159.318,159.332,159.182,159.246,159.218,159.08015384615385,1
2026-04-10 10:00:00,159.246,159.292,159.182,159.2,159.23677777777777,159.08773076923077,1
2026-04-10 11:00:00,159.2,159.242,159.161,159.178,159.23877777777778,159.09503846153845,1
2026-04-10 12:00:00,159.179,159.191,158.894,159.156,159.24055555555555,159.09788461538463,1
2026-04-10 13:00:00,159.157,159.206,159.07,159.176,159.23955555555554,159.10865384615383,1
2026-04-10 14:00:00,159.172,159.244,159.094,159.128,159.22511111111112,159.1135,1
2026-04-10 15:00:00,159.128,159.236,159.035,159.228,159.219,159.11903846153848,1
2026-04-10 16:00:00,159.228,159.352,159.218,159.27,159.2111111111111,159.1221923076923,1
2026-04-10 17:00:00,159.27,159.31,159.244,159.295,159.20855555555556,159.13853846153845,1
2026-04-10 18:00:00,159.296,159.342,159.239,159.282,159.21255555555555,159.15846153846152,1
2026-04-10 19:00:00,159.282,159.312,159.268,159.304,159.2241111111111,159.17903846153845,1
2026-04-10 20:00:00,159.304,159.322,159.26,159.275,159.2348888888889,159.18915384615383,1
2026-04-12 21:00:00,159.596,159.638,159.544,159.602,159.28444444444443,159.20861538461537,1
2026-04-12 22:00:00,159.592,159.854,159.592,159.807,159.35455555555555,159.2397307692308,1
2026-04-12 23:00:00,159.806,159.858,159.652,159.68,159.41588888888887,159.26576923076922,1
2026-04-13 00:00:00,159.68,159.846,159.668,159.706,159.469,159.2895769230769,1
2026-04-13 01:00:00,159.704,159.786,159.656,159.689,159.51555555555555,159.31246153846152,1
2026-04-13 02:00:00,159.69,159.758,159.663,159.714,159.5621111111111,159.33276923076923,1
2026-04-13 03:00:00,159.714,159.752,159.678,159.682,159.60655555555553,159.3578076923077,1
2026-04-13 04:00:00,159.682,159.776,159.668,159.726,159.65344444444446,159.37957692307694,1
2026-04-13 05:00:00,159.728,159.754,159.673,159.68,159.69844444444445,159.40034615384613,1
2026-04-13 06:00:00,159.681,159.735,159.561,159.678,159.7068888888889,159.41930769230768,1
2026-04-13 07:00:00,159.676,159.723,159.605,159.606,159.68455555555556,159.43269230769232,1
2026-04-13 08:00:00,159.607,159.726,159.568,159.712,159.6881111111111,159.4491923076923,1
2026-04-13 09:00:00,159.711,159.742,159.674,159.736,159.69144444444444,159.4643846153846,1
2026-04-13 10:00:00,159.735,159.742,159.668,159.691,159.69166666666666,159.47873076923076,1
2026-04-13 11:00:00,159.692,159.852,159.647,159.845,159.7062222222222,159.50176923076924,1
2026-04-13 12:00:00,159.846,159.862,159.686,159.745,159.71322222222224,159.52273076923078,1
2026-04-13 13:00:00,159.744,159.802,159.546,159.55,159.69366666666667,159.53703846153846,1
2026-04-13 14:00:00,159.55,159.664,159.506,159.57,159.68144444444445,159.55296153846152,1
2026-04-13 15:00:00,159.572,159.756,159.572,159.746,159.689,159.57488461538463,1
2026-04-13 16:00:00,159.746,159.788,159.46,159.527,159.68022222222223,159.59023076923074,1
2026-04-13 17:00:00,159.526,159.538,159.361,159.412,159.6468888888889,159.59730769230768,1
2026-04-13 18:00:00,159.41,159.411,159.297,159.327,159.60144444444444,159.59949999999998,1
2026-04-13 19:00:00,159.328,159.395,159.291,159.387,159.5676666666667,159.60303846153846,-1
2026-04-13 20:00:00,159.385,159.462,159.374,159.445,159.52322222222222,159.60930769230768,-1
2026-04-13 21:00:00,159.422,159.443,159.346,159.371,159.48166666666668,159.6118846153846,-1
2026-04-13 22:00:00,159.375,159.422,159.328,159.372,159.4618888888889,159.61561538461535,-1
2026-04-13 23:00:00,159.372,159.381,159.208,159.225,159.42355555555557,159.60111538461538,-1
2026-04-14 00:00:00,159.226,159.34,159.144,159.167,159.35922222222223,159.5765,-1
2026-04-14 01:00:00,159.166,159.236,159.083,159.213,159.32433333333333,159.55853846153846,-1
2026-04-14 02:00:00,159.214,159.268,159.126,159.144,159.29455555555558,159.53692307692307,-1
2026-04-14 03:00:00,159.144,159.169,159.078,159.094,159.2686666666667,159.51403846153846,-1
2026-04-14 04:00:00,159.095,159.122,159.013,159.031,159.2291111111111,159.48776923076923,-1
2026-04-14 05:00:00,159.032,159.16,158.96,159.133,159.19444444444446,159.46665384615383,-1
2026-04-14 06:00:00,159.134,159.285,159.118,159.158,159.17077777777774,159.4448076923077,-1
2026-04-14 07:00:00,159.158,159.169,158.948,159.068,159.13700000000003,159.4212692307692,-1
2026-04-14 08:00:00,159.069,159.171,159.026,159.068,159.11955555555556,159.39780769230768,-1
2026-04-14 09:00:00,159.068,159.094,158.852,158.976,159.09833333333333,159.3735769230769,-1
2026-04-14 10:00:00,158.975,158.98,158.806,158.827,159.05544444444445,159.33953846153847,-1
2026-04-14 11:00:00,158.828,158.836,158.703,158.778,159.0147777777778,159.3026923076923,-1
2026-04-14 12:00:00,158.778,158.878,158.701,158.715,158.97266666666667,159.26515384615385,-1
2026-04-14 13:00:00,158.716,158.9,158.677,158.858,158.95344444444447,159.22719230769232,-1
2026-04-14 14:00:00,158.859,158.862,158.602,158.747,158.91055555555556,159.18880769230768,-1
2026-04-14 15:00:00,158.748,158.921,158.748,158.914,158.88344444444445,159.16434615384617,-1
2026-04-14 16:00:00,158.914,158.936,158.816,158.838,158.85788888888888,159.1361923076923,-1
2026-04-14 17:00:00,158.839,158.894,158.7,158.736,158.821,159.09734615384616,-1
2026-04-14 18:00:00,158.736,158.838,158.688,158.815,158.80311111111112,159.0699615384615,-1
2026-04-14 19:00:00,158.816,158.912,158.802,158.864,158.80722222222224,159.0488846153846,-1
2026-04-14 20:00:00,158.864,158.894,158.796,158.802,158.80988888888888,159.02869230769232,-1
2026-04-14 21:00:00,158.801,158.844,158.791,158.83,158.82266666666666,159.00726923076925,-1
2026-04-14 22:00:00,158.846,158.85,158.777,158.842,158.82088888888887,158.98407692307694,-1
2026-04-14 23:00:00,158.842,158.884,158.772,158.803,158.82711111111112,158.96223076923076,-1
2026-04-15 00:00:00,158.804,158.884,158.74,158.816,158.81622222222222,158.94084615384614,-1
2026-04-15 01:00:00,158.816,158.98,158.816,158.912,158.82444444444442,158.9288076923077,-1
2026-04-15 02:00:00,158.914,159.068,158.885,159.039,158.8581111111111,158.9238846153846,-1
2026-04-15 03:00:00,159.04,159.053,158.958,158.986,158.8771111111111,158.91515384615383,-1
2026-04-15 04:00:00,158.987,159.012,158.954,158.986,158.89066666666665,158.90907692307695,-1
2026-04-15 05:00:00,158.986,158.998,158.912,158.962,158.90844444444443,158.904,1
2026-04-15 06:00:00,158.962,159.03,158.864,159.026,158.93022222222223,158.90380769230768,1
2026-04-15 07:00:00,159.027,159.03,158.886,158.931,158.94011111111112,158.89603846153844,1
2026-04-15 08:00:00,158.932,158.938,158.644,158.78,158.93755555555555,158.8815,1
2026-04-15 09:00:00,158.78,158.936,158.718,158.898,158.94666666666666,158.87496153846152,1
2026-04-15 10:00:00,158.9,159.052,158.826,158.978,158.954,158.8715,1
2026-04-15 11:00:00,158.978,159.098,158.93,159.03,158.953,158.8735769230769,1
2026-04-15 12:00:00,159.028,159.153,159.028,159.108,158.96655555555557,158.88438461538465,1
2026-04-15 13:00:00,159.108,159.122,158.982,159.028,158.97122222222222,158.89399999999998,1
2026-04-15 14:00:00,159.028,159.066,158.922,158.989,158.97422222222224,158.90453846153846,1
2026-04-15 15:00:00,158.992,159.031,158.865,159.026,158.97422222222224,158.911,1
2026-04-15 16:00:00,159.025,159.035,158.752,158.884,158.969,158.91626923076922,1
2026-04-15 17:00:00,158.883,159.114,158.88,159.103,159.0048888888889,158.92353846153844,1
2026-04-15 18:00:00,159.104,159.122,159.002,159.024,159.0188888888889,158.93069230769228,1
2026-04-15 19:00:00,159.024,159.058,158.952,158.978,159.0188888888889,158.94,1
2026-04-15 20:00:00,158.979,159.005,158.956,158.969,159.01211111111112,158.94592307692307,1
2026-04-15 21:00:00,159.004,159.01,158.902,158.958,158.99544444444442,158.94953846153845,1
2026-04-15 22:00:00,158.958,158.958,158.838,158.876,158.97855555555557,158.95238461538463,1
2026-04-15 23:00:00,158.874,158.892,158.798,158.818,158.95955555555557,158.95192307692307,1
2026-04-16 00:00:00,158.819,158.852,158.718,158.732,158.9268888888889,158.9476923076923,-1
